CustomerID,Customer_Segment,Age,Gender,Job_Category,Annual_Income,Marital_Status,Product,Quantity,Unit_Price,Discount_Applied,Payment_Method,Revenue,Customer_Lifetime_Value,Profit_Margin,Loyalty_Score,Loyalty_Tier,Customer_Satisfaction,Purchase_Frequency,Days_Since_Last_Purchase,Purchase_Date,Purchase_Hour,Season,Days_to_Next_Purchase,Payment_Delay_Days,First_Purchase_Channel,Net_Revenue,Revenue_per_Unit,Age_Group,Revenue_Tier,Purchase_Month,Purchase_Quarter,Purchase_Year
C06372,VIP,39,Male,Other,79724,Married,Product_E,1,83.91,0.432,Credit Card,1947,16949,0.28,15.3,Bronze,1.7,5,10,06-05-2023,20,Fall,45,15,App,1105.896,1947,31-45,High,5,2,2023
C06373,Regular,58,Female,Education,25000,Married,Product_B,4,300.69,0.597,Credit Card,1175,12313,0.794,25.8,Silver,1.5,3,42,17-09-2023,14,Winter,27,15,App,473.525,293.75,46-60,High,9,3,2023
C06374,VIP,61,Non-binary,IT,82805,Married,Product_A,4,133.23,0.29,Credit Card,4573,16284,0.226,37.6,Silver,3.9,9,57,07-05-2024,11,Winter,22,1,Store,3246.83,1143.25,60+,Premium,5,2,2024
C06375,VIP,39,Female,Finance,149309,Single,Product_D,1,105.33,0.353,Credit Card,2084,66070,0.859,27.9,Silver,2,4,5,15-10-2024,15,Spring,19,2,Store,1348.348,2084,31-45,Premium,10,4,2024
C06376,Regular,58,Female,Other,68727,Single,Product_E,4,18.84,0.239,Credit Card,2471,27794,0.45,36.7,Silver,3.6,11,5,02-11-2023,11,Fall,39,6,Store,1880.431,617.75,46-60,Premium,11,4,2023
C06377,Regular,47,Male,Retail,25000,Single,Product_B,1,62.83,0.342,Credit Card,1739,11574,0.419,55.1,Gold,3.4,5,67,23-07-2023,18,Winter,17,6,Online,1144.262,1739,46-60,High,7,3,2023
C06378,Regular,42,Male,Finance,41782,Married,Product_D,2,200.97,0.026,PayPal,518,11608,0.471,34.4,Silver,2.4,1,24,05-01-2024,12,Summer,12,8,App,504.532,259,31-45,Medium,1,1,2024
C06379,Regular,55,Female,Retail,66737,Married,Product_B,1,114.51,0.335,PayPal,585,15645,0.621,12.6,Bronze,1.4,13,37,23-02-2023,9,Winter,83,14,Store,389.025,585,46-60,Medium,2,1,2023
C06380,Regular,43,Female,IT,25000,Married,Product_A,1,577.78,0.052,Credit Card,2072,10012,0.376,58.5,Gold,4.5,6,26,13-11-2024,3,Spring,165,1,Online,1964.256,2072,31-45,Premium,11,4,2024
C06381,New,72,Female,IT,79379,Widowed,Product_D,2,34.63,0.321,Credit Card,100,33967,0.363,29.3,Silver,1.6,2,36,12-08-2023,12,Winter,22,2,Online,67.9,50,60+,Low,8,3,2023
C06382,VIP,20,Female,Education,181618,Married,Product_D,1,67.96,0.117,Bank Transfer,3184,113597,0.688,37.8,Silver,2.6,2,21,26-04-2023,12,Winter,8,5,Store,2811.472,3184,18-30,Premium,4,2,2023
C06383,Regular,34,Female,IT,25000,Married,Product_C,3,28.03,0.063,Credit Card,307,733,0.437,5.3,Bronze,1,1,5,30-08-2023,9,Winter,44,1,Online,287.659,102.33,31-45,Low,8,3,2023
C06384,VIP,40,Female,Retail,53913,Married,Product_B,1,34.09,0.037,Bank Transfer,2656,6604,0.063,10.4,Bronze,1.7,3,16,10-10-2024,16,Spring,64,2,Store,2557.728,2656,31-45,Premium,10,4,2024
C06385,New,48,Female,Healthcare,234849,Single,Product_B,1,57.3,0.161,PayPal,790,106095,0.469,27.5,Silver,1.7,1,29,20-03-2024,15,Summer,11,12,Online,662.81,790,46-60,Medium,3,1,2024
C06386,New,61,Female,Finance,25000,Single,Product_D,2,37.31,0.136,Digital Wallet,762,11177,0.453,28.7,Silver,1.3,1,18,29-11-2023,17,Winter,5,3,Store,658.368,381,60+,Medium,11,4,2023
C06387,Regular,41,Female,IT,69208,Married,Product_A,1,10,0.271,Bank Transfer,1133,8558,0.453,15.8,Bronze,1.3,1,22,16-01-2023,23,Spring,11,0,App,825.957,1133,31-45,High,1,1,2023
C06388,New,20,Male,Manufacturing,87599,Married,Product_C,1,84.36,0.134,Bank Transfer,332,7322,0.463,6.3,Bronze,1.1,1,43,21-06-2023,19,Spring,15,5,Online,287.512,332,18-30,Low,6,2,2023
C06389,New,54,Female,Other,35094,Married,Product_E,2,41.23,0.307,Credit Card,561,16306,0.184,50.4,Gold,2.8,4,10,10-10-2023,11,Summer,22,12,Phone,388.773,280.5,46-60,Medium,10,4,2023
C06390,Regular,53,Male,Healthcare,97760,Married,Product_B,4,54.65,0.229,Bank Transfer,1157,92678,0.63,55.9,Gold,2.7,6,77,21-08-2024,15,Fall,2,3,Online,892.047,289.25,46-60,High,8,3,2024
C06391,VIP,18,Male,Manufacturing,172416,Married,Product_E,1,101.13,0.056,PayPal,383,129456,0.585,59.6,Gold,2.9,10,25,03-05-2023,13,Summer,84,6,Online,361.552,383,18-30,Low,5,2,2023
C06392,Regular,41,Female,Manufacturing,61285,Single,Product_E,4,288.19,0.372,Credit Card,556,6672,0.317,14.7,Bronze,1.4,14,19,10-02-2024,15,Spring,21,1,App,349.168,139,31-45,Medium,2,1,2024
C06393,Regular,18,Male,Finance,69044,Married,Product_A,3,47.58,0.044,PayPal,3322,56133,0.223,52.2,Gold,4.1,6,1,06-09-2023,10,Summer,26,3,Store,3175.832,1107.33,18-30,Premium,9,3,2023
C06394,Regular,32,Female,Manufacturing,62148,Single,Product_C,2,16.75,0.205,PayPal,349,16202,0.168,34.6,Silver,1.5,3,16,10-01-2023,12,Spring,3,12,Online,277.455,174.5,31-45,Low,1,1,2023
C06395,VIP,28,Female,Other,66586,Single,Product_C,5,92.75,0.458,Credit Card,8738,35863,0.466,32.9,Silver,5,1,16,13-02-2023,8,Fall,4,4,Online,4735.996,1747.6,18-30,Premium,2,1,2023
C06396,Regular,54,Male,Finance,35496,Single,Product_B,2,153.64,0.296,Credit Card,3654,25228,0.183,47.5,Silver,3.8,6,21,18-08-2024,17,Winter,43,0,App,2572.416,1827,46-60,Premium,8,3,2024
C06397,New,43,Male,Finance,81191,Single,Product_B,1,49.72,0.174,Bank Transfer,3037,61251,0.662,41.3,Silver,3.4,5,95,08-12-2024,13,Spring,15,1,Store,2508.562,3037,31-45,Premium,12,4,2024
C06398,Regular,22,Non-binary,Finance,57449,Married,Product_A,2,54.58,0.118,Bank Transfer,241,6727,0.548,8,Bronze,1,6,11,01-05-2024,15,Fall,9,3,Online,212.562,120.5,18-30,Low,5,2,2024
C06399,VIP,55,Male,Other,38442,Married,Product_C,4,29.23,0.183,PayPal,269,1156,0.319,2.2,Bronze,1,3,0,05-12-2024,15,Fall,7,8,Online,219.773,67.25,46-60,Low,12,4,2024
C06400,Regular,20,Male,Healthcare,25379,Single,Product_A,4,73.33,0.218,PayPal,2754,20727,0.434,48.4,Silver,4.4,1,21,02-09-2024,18,Spring,94,2,Store,2153.628,688.5,18-30,Premium,9,3,2024
C06401,Regular,46,Male,Education,45656,Single,Product_B,5,58.55,0.207,PayPal,1977,5840,0.133,22.9,Bronze,2,2,35,08-06-2023,16,Spring,26,0,Store,1567.761,395.4,46-60,Premium,6,2,2023
C06402,Regular,29,Male,IT,25000,Single,Product_D,3,43.94,0.533,Credit Card,2484,16595,0.4,35.6,Silver,2.7,4,13,16-01-2024,12,Fall,9,2,Online,1160.028,828,18-30,Premium,1,1,2024
C06403,New,36,Female,IT,132980,Married,Product_A,1,82.74,0.359,Credit Card,295,7268,0.199,6,Bronze,1.2,2,56,02-04-2023,17,Fall,70,11,Online,189.095,295,31-45,Low,4,2,2023
C06404,VIP,49,Male,Education,120858,Single,Product_C,3,14.13,0.074,Credit Card,10000,76471,0.197,54.6,Gold,5,3,26,12-09-2023,8,Winter,32,2,Online,9260,3333.33,46-60,Premium,9,3,2023
C06405,VIP,49,Female,Retail,40047,Single,Product_B,2,56.35,0.127,Credit Card,2061,5315,0.539,19.6,Bronze,2.3,5,9,11-06-2023,15,Summer,48,14,Online,1799.253,1030.5,46-60,Premium,6,2,2023
C06406,Regular,62,Female,Retail,26555,Single,Product_E,3,69.13,0.247,Bank Transfer,809,4525,0.243,16.6,Bronze,1,10,22,26-05-2024,21,Fall,11,15,Online,609.177,269.67,60+,Medium,5,2,2024
C06407,VIP,40,Male,Finance,60297,Single,Product_A,3,47.27,0.041,Bank Transfer,2589,23201,0.699,23.4,Bronze,1.9,11,1,04-04-2023,10,Winter,57,5,Online,2482.851,863,31-45,Premium,4,2,2023
C06408,New,46,Male,Manufacturing,47180,Married,Product_C,6,39.45,0.03,Credit Card,610,29238,0.354,39.4,Silver,2.8,1,10,03-12-2024,13,Spring,19,4,Online,591.7,101.67,46-60,Medium,12,4,2024
C06409,Regular,35,Male,Manufacturing,25000,Married,Product_D,4,73.17,0.353,PayPal,1197,7931,0.811,40.5,Silver,2.5,2,27,25-09-2024,6,Spring,28,0,Phone,774.459,299.25,31-45,High,9,3,2024
C06410,Regular,44,Male,Healthcare,77778,Married,Product_B,1,22.76,0.196,Bank Transfer,710,9465,0.375,21.3,Bronze,1,6,3,13-12-2023,12,Spring,89,3,Store,570.84,710,31-45,Medium,12,4,2023
C06411,Regular,48,Non-binary,Education,99117,Single,Product_D,3,64.99,0.191,PayPal,2033,15288,0.474,21.5,Bronze,1.6,11,3,02-10-2024,10,Spring,1,3,Online,1644.697,677.67,46-60,Premium,10,4,2024
C06412,VIP,40,Male,Education,66769,Married,Product_B,1,58.92,0.309,Digital Wallet,5402,36334,0.687,29.2,Silver,4.4,3,2,03-03-2023,22,Winter,13,5,Online,3732.782,5402,31-45,Premium,3,1,2023
C06413,VIP,18,Female,Finance,29787,Single,Product_D,1,29.3,0.199,Bank Transfer,804,4285,0.868,7.3,Bronze,1,4,16,03-03-2023,11,Spring,81,0,Online,644.004,804,18-30,Medium,3,1,2023
C06414,Regular,46,Female,Education,78650,Single,Product_B,1,38.43,0.219,PayPal,631,54544,0.189,38.8,Silver,2.2,2,46,31-12-2023,15,Fall,20,0,Online,492.811,631,46-60,Medium,12,4,2023
C06415,New,47,Female,Healthcare,51055,Married,Product_E,2,148.31,0.112,PayPal,1812,15211,0.203,39.5,Silver,3.1,11,6,22-10-2024,9,Winter,52,13,Store,1609.056,906,46-60,High,10,4,2024
C06416,VIP,31,Male,Manufacturing,127010,Married,Product_C,1,115.33,0.211,PayPal,721,10795,0.882,11.1,Bronze,1,7,1,07-06-2023,14,Fall,11,1,Online,568.869,721,31-45,Medium,6,2,2023
C06417,New,22,Male,Healthcare,119182,Single,Product_D,1,25.86,0.308,PayPal,1932,107361,0.152,56.8,Gold,2.8,9,3,19-12-2024,17,Summer,180,0,Online,1336.944,1932,18-30,High,12,4,2024
C06418,Regular,64,Non-binary,Education,57516,Married,Product_E,4,10,0.239,Credit Card,254,14688,0.797,22.9,Bronze,1.4,3,83,03-07-2024,10,Summer,39,8,Store,193.294,63.5,60+,Low,7,3,2024
C06419,Regular,49,Female,Finance,121968,Married,Product_A,2,543.11,0.216,PayPal,1123,49580,0.164,34.5,Silver,1.5,2,63,20-04-2023,7,Winter,50,3,Online,880.432,561.5,46-60,High,4,2,2023
C06420,New,38,Male,Manufacturing,26511,Married,Product_C,3,33.71,0.097,Credit Card,813,14377,0.425,37,Silver,2,1,27,09-05-2023,7,Fall,7,3,Online,734.139,271,31-45,Medium,5,2,2023
C06421,Regular,24,Male,Education,61119,Married,Product_B,2,22.19,0.372,Bank Transfer,100,379,0.577,0.5,Bronze,1,7,11,14-05-2024,14,Fall,14,1,Store,62.8,50,18-30,Low,5,2,2024
C06422,Regular,29,Female,Healthcare,124856,Single,Product_B,2,44.58,0.399,PayPal,1039,69307,0.64,36.5,Silver,2.1,3,71,27-08-2023,17,Spring,30,4,Phone,624.439,519.5,18-30,High,8,3,2023
C06423,Regular,61,Male,Finance,106967,Married,Product_D,3,162.7,0.197,Bank Transfer,365,42652,0.21,20.2,Bronze,1.7,1,34,21-11-2023,12,Spring,77,0,Online,293.095,121.67,60+,Low,11,4,2023
C06424,Regular,44,Male,Other,95115,Married,Product_E,1,115.63,0.294,Credit Card,697,11040,0.526,16.6,Bronze,1,3,5,25-07-2024,6,Fall,32,0,Online,492.082,697,31-45,Medium,7,3,2024
C06425,New,33,Male,Manufacturing,61902,Single,Product_D,2,29.43,0.121,PayPal,324,4457,0.658,6.6,Bronze,1,1,20,22-10-2024,20,Winter,9,0,Online,284.796,162,31-45,Low,10,4,2024
C06426,VIP,49,Male,Education,105504,Divorced,Product_E,2,44.1,0.136,Credit Card,10000,53022,0.623,45.4,Silver,5,9,53,22-12-2023,16,Winter,15,2,Online,8640,5000,46-60,Premium,12,4,2023
C06427,Regular,29,Male,Finance,109853,Divorced,Product_A,2,158.28,0.202,Bank Transfer,423,34389,0.419,31.7,Silver,1,3,119,25-03-2024,17,Fall,140,1,Online,337.554,211.5,18-30,Low,3,1,2024
C06428,Regular,64,Male,Finance,52238,Married,Product_B,4,63.08,0.134,Digital Wallet,668,54893,0.125,53.7,Gold,3.2,2,2,17-07-2023,14,Spring,31,0,Store,578.488,167,60+,Medium,7,3,2023
C06429,New,62,Female,IT,46464,Single,Product_B,1,123.53,0.194,Credit Card,6984,23261,0.872,45.6,Silver,5,4,28,22-01-2023,8,Winter,26,0,App,5629.104,6984,60+,Premium,1,1,2023
C06430,Regular,35,Female,Retail,102756,Divorced,Product_B,1,83.68,0.238,Credit Card,490,48973,0.425,29.9,Silver,1.7,1,20,06-12-2024,14,Summer,153,3,Store,373.38,490,31-45,Medium,12,4,2024
C06431,New,32,Male,Healthcare,55765,Widowed,Product_B,4,36.41,0.367,Credit Card,1795,25015,0.517,27,Silver,1.2,3,24,22-01-2024,15,Summer,61,4,Online,1136.235,448.75,31-45,High,1,1,2024
C06432,VIP,18,Male,Manufacturing,31721,Single,Product_C,4,91.8,0.101,Digital Wallet,1809,1968,0.446,8.7,Bronze,1,1,33,02-01-2024,10,Winter,108,0,Online,1626.291,452.25,18-30,High,1,1,2024
C06433,Regular,19,Male,Healthcare,47670,Married,Product_B,3,53.62,0.096,PayPal,2386,19951,0.545,26.1,Silver,2.5,10,16,18-05-2023,17,Winter,7,1,Online,2156.944,795.33,18-30,Premium,5,2,2023
C06434,Regular,21,Male,Other,79070,Single,Product_B,6,38.37,0.066,Bank Transfer,2015,23516,0.296,29.2,Silver,3,1,27,14-09-2023,11,Spring,35,6,Store,1882.01,335.83,18-30,Premium,9,3,2023
C06435,Regular,44,Female,Education,228305,Married,Product_D,1,44.78,0.289,PayPal,4687,52698,0.762,23.4,Bronze,4,1,13,10-02-2023,16,Spring,29,7,Phone,3332.457,4687,31-45,Premium,2,1,2023
C06436,Regular,37,Male,Finance,29705,Single,Product_E,3,32.59,0.118,Bank Transfer,452,13338,0.477,24.8,Bronze,1,4,14,11-05-2024,13,Summer,3,0,Store,398.664,150.67,31-45,Medium,5,2,2024
C06437,New,21,Female,Other,25788,Divorced,Product_C,1,233.43,0.334,Credit Card,1361,12332,0.195,33.8,Silver,1.7,9,32,24-12-2024,14,Fall,74,1,Online,906.426,1361,18-30,High,12,4,2024
C06438,Regular,37,Male,Retail,76066,Single,Product_C,3,31.6,0.055,Bank Transfer,2356,24165,0.45,40.3,Silver,3.4,1,9,24-03-2024,13,Winter,39,6,Online,2226.42,785.33,31-45,Premium,3,1,2024
C06439,VIP,49,Male,Healthcare,67316,Single,Product_B,3,49.13,0.073,PayPal,959,9351,0.139,11.7,Bronze,1.5,3,12,26-07-2024,7,Winter,40,3,Online,888.993,319.67,46-60,High,7,3,2024
C06440,New,49,Male,Other,74518,Married,Product_D,3,70.59,0.178,Credit Card,306,7217,0.513,11.3,Bronze,1,3,5,29-10-2023,12,Spring,77,9,Online,251.532,102,46-60,Low,10,4,2023
C06441,Regular,18,Male,IT,146389,Married,Product_B,2,86.22,0.348,PayPal,135,38763,0.156,22,Bronze,1,6,0,09-07-2024,9,Winter,94,1,Store,88.02,67.5,18-30,Low,7,3,2024
C06442,Regular,40,Female,Healthcare,82880,Married,Product_D,2,56.88,0.109,PayPal,1603,61918,0.477,40.3,Silver,2.6,1,20,14-12-2024,10,Summer,55,8,Online,1428.273,801.5,31-45,High,12,4,2024
C06443,VIP,21,Male,Finance,25000,Single,Product_A,3,87.08,0.085,Digital Wallet,6373,24283,0.523,56.5,Gold,4.8,1,43,16-05-2024,22,Summer,30,11,App,5831.295,2124.33,18-30,Premium,5,2,2024
C06444,New,55,Female,Retail,25000,Married,Product_C,2,25.34,0.559,Credit Card,100,2492,0.421,5.1,Bronze,1,6,62,14-07-2023,17,Fall,42,4,Online,44.1,50,46-60,Low,7,3,2023
C06445,VIP,53,Female,Education,69239,Single,Product_C,1,31.52,0.024,Bank Transfer,4575,32542,0.165,50.1,Gold,4.8,9,17,03-08-2024,17,Spring,105,6,Online,4465.2,4575,46-60,Premium,8,3,2024
C06446,VIP,28,Female,Healthcare,40875,Single,Product_B,2,16.92,0.023,PayPal,8700,43606,0.522,66.4,Gold,5,5,18,11-07-2023,7,Spring,108,17,Online,8499.9,4350,18-30,Premium,7,3,2023
C06447,Regular,30,Non-binary,IT,87771,Married,Product_A,1,106.43,0.131,Credit Card,518,25397,0.476,29.3,Silver,2.2,1,21,10-07-2024,17,Spring,47,1,Online,450.142,518,18-30,Medium,7,3,2024
C06448,Regular,35,Female,Retail,46468,Divorced,Product_D,3,299.1,0.414,Credit Card,1535,14295,0.718,15.8,Bronze,2.1,2,4,23-12-2023,12,Winter,17,3,Phone,899.51,511.67,31-45,High,12,4,2023
C06449,New,18,Female,Finance,75609,Married,Product_A,2,27.07,0.097,Credit Card,916,36628,0.409,29.5,Silver,1.8,2,21,28-11-2023,9,Spring,2,6,Online,827.148,458,18-30,Medium,11,4,2023
C06450,VIP,47,Male,Education,40888,Married,Product_B,1,42.69,0.261,Digital Wallet,1597,18390,0.244,49.7,Silver,3.2,5,28,24-04-2024,16,Summer,73,9,Online,1180.183,1597,46-60,High,4,2,2024
C06451,Regular,37,Female,Healthcare,159019,Married,Product_D,4,103.02,0.105,Bank Transfer,507,21845,0.597,8.1,Bronze,1,4,44,09-10-2023,17,Spring,64,7,App,453.765,126.75,31-45,Medium,10,4,2023
C06452,Regular,56,Female,IT,25000,Single,Product_A,1,266.29,0.423,PayPal,498,6842,0.143,19.8,Bronze,1.5,12,29,05-09-2024,20,Winter,24,5,Online,287.346,498,46-60,Medium,9,3,2024
C06453,Regular,25,Female,Education,26815,Single,Product_B,1,142.21,0.54,PayPal,1790,14286,0.802,28.2,Silver,2.8,5,2,21-07-2024,17,Fall,13,6,Store,823.4,1790,18-30,High,7,3,2024
C06454,Regular,32,Male,Other,44837,Married,Product_E,1,60.32,0.112,Credit Card,3145,37818,0.751,44.7,Silver,4.1,5,21,14-06-2023,15,Spring,16,1,Phone,2792.76,3145,31-45,Premium,6,2,2023
C06455,Regular,19,Female,Education,72395,Married,Product_B,2,146.88,0.263,PayPal,4890,16386,0.339,43.2,Silver,5,4,25,12-03-2023,17,Spring,1,7,Store,3603.93,2445,18-30,Premium,3,1,2023
C06456,New,26,Male,Other,207743,Married,Product_E,3,257.78,0.163,PayPal,531,81957,0.174,22,Bronze,1.8,6,55,27-06-2024,8,Summer,10,3,App,444.447,177,18-30,Medium,6,2,2024
C06457,Regular,24,Female,Education,124555,Single,Product_A,1,21.29,0.178,Bank Transfer,262,42952,0.497,20.6,Bronze,1.6,4,20,08-06-2023,19,Summer,10,1,Online,215.364,262,18-30,Low,6,2,2023
C06458,Regular,56,Non-binary,IT,25000,Widowed,Product_A,1,70.7,0.171,Credit Card,1696,5890,0.427,19.8,Bronze,2.1,2,1,05-04-2024,10,Winter,40,5,Phone,1405.984,1696,46-60,High,4,2,2024
C06459,New,31,Male,Other,99675,Married,Product_D,1,30.24,0.153,Bank Transfer,2016,74884,0.483,47.2,Silver,3.3,1,13,30-10-2023,14,Summer,120,4,Online,1707.552,2016,31-45,Premium,10,4,2023
C06460,Regular,43,Male,IT,25000,Single,Product_A,5,36.53,0.115,Digital Wallet,3437,8420,0.571,35.3,Silver,3.2,6,25,27-09-2023,9,Fall,24,0,App,3041.745,687.4,31-45,Premium,9,3,2023
C06461,VIP,36,Female,Other,25000,Married,Product_E,1,78.43,0.033,PayPal,5431,10904,0.342,26.1,Silver,3.2,2,4,08-07-2024,18,Winter,14,0,Online,5251.777,5431,31-45,Premium,7,3,2024
C06462,New,22,Female,Retail,66876,Single,Product_A,1,70.24,0.148,Bank Transfer,1654,56610,0.516,55.4,Gold,4.3,7,0,11-01-2024,12,Spring,19,10,Online,1409.208,1654,18-30,High,1,1,2024
C06463,Regular,39,Male,Other,27833,Married,Product_A,2,62.74,0.045,Bank Transfer,202,580,0.316,2,Bronze,1,3,41,09-04-2024,15,Winter,28,23,Phone,192.91,101,31-45,Low,4,2,2024
C06464,New,50,Male,Retail,91527,Single,Product_C,1,77.76,0.179,Credit Card,628,33192,0.086,30.5,Silver,2.4,3,10,01-01-2023,14,Spring,10,1,Phone,515.588,628,46-60,Medium,1,1,2023
C06465,Regular,23,Female,Manufacturing,25000,Married,Product_B,5,88.24,0.167,PayPal,996,6276,0.532,15,Bronze,1.7,5,44,15-10-2024,15,Summer,1,1,Online,829.668,199.2,18-30,High,10,4,2024
C06466,New,54,Female,Retail,40826,Divorced,Product_C,3,61.01,0.161,Credit Card,818,24471,0.431,54,Gold,3.2,4,49,02-06-2024,19,Summer,15,4,Online,686.302,272.67,46-60,Medium,6,2,2024
C06467,Regular,29,Male,Other,31823,Married,Product_A,1,69.76,0.03,Bank Transfer,733,8164,0.523,46.6,Silver,2.3,13,13,24-01-2024,18,Summer,156,7,App,711.01,733,18-30,Medium,1,1,2024
C06468,New,34,Male,IT,57276,Married,Product_A,2,43.57,0.36,Bank Transfer,1638,23035,0.522,50.2,Gold,3.8,3,62,09-07-2023,7,Spring,99,8,App,1048.32,819,31-45,High,7,3,2023
C06469,VIP,49,Non-binary,Education,32944,Married,Product_A,1,150.25,0.192,Bank Transfer,10000,11042,0.486,42.1,Silver,5,11,3,20-01-2023,10,Summer,1,11,Online,8080,10000,46-60,Premium,1,1,2023
C06470,New,32,Male,Finance,25000,Divorced,Product_C,2,39.96,0.449,Bank Transfer,837,11982,0.573,27.6,Silver,2,13,16,26-09-2024,17,Winter,27,3,Store,461.187,418.5,31-45,Medium,9,3,2024
C06471,VIP,42,Male,Education,74782,Married,Product_B,2,53.49,0.16,Credit Card,100,4849,0.222,10.5,Bronze,1.1,3,14,08-01-2024,17,Summer,28,6,App,84,50,31-45,Low,1,1,2024
C06472,New,37,Male,Retail,59864,Single,Product_C,3,30.33,0.247,PayPal,145,14356,0.286,23.1,Bronze,1.5,1,49,27-09-2024,3,Winter,7,7,Store,109.185,48.33,31-45,Low,9,3,2024
C06473,Regular,43,Female,Healthcare,75828,Married,Product_D,3,48.55,0.712,Bank Transfer,1432,38112,0.307,38.9,Silver,3.3,2,20,02-09-2023,12,Summer,23,5,Online,412.416,477.33,31-45,High,9,3,2023
C06474,Regular,18,Male,IT,25000,Divorced,Product_A,1,126.64,0.108,Bank Transfer,772,2963,0.707,16.4,Bronze,1.7,1,48,25-11-2023,10,Spring,12,0,Store,688.624,772,18-30,Medium,11,4,2023
C06475,New,18,Female,IT,58274,Married,Product_C,1,58.6,0.243,Bank Transfer,1147,27715,0.231,32.9,Silver,1.9,1,6,06-03-2023,16,Spring,83,16,Online,868.279,1147,18-30,High,3,1,2023
C06476,Regular,51,Male,Finance,118221,Married,Product_A,2,61.46,0.105,Credit Card,4472,84163,0.346,37.8,Silver,3.9,19,7,05-11-2024,6,Summer,93,3,Online,4002.44,2236,46-60,Premium,11,4,2024
C06477,VIP,57,Male,Manufacturing,131428,Married,Product_E,2,44.21,0.049,Credit Card,350,14791,0.277,12.7,Bronze,1.7,1,14,05-07-2024,12,Spring,50,7,Online,332.85,175,46-60,Low,7,3,2024
C06478,Regular,28,Male,IT,51548,Single,Product_E,3,128.68,0.276,Credit Card,2966,37981,0.442,45.1,Silver,4.6,1,7,01-02-2024,12,Winter,180,8,Online,2147.384,988.67,18-30,Premium,2,1,2024
C06479,New,38,Male,IT,25000,Married,Product_A,2,249.22,0.118,Bank Transfer,192,1617,0.228,6.2,Bronze,1,4,68,14-07-2023,14,Fall,12,2,Online,169.344,96,31-45,Low,7,3,2023
C06480,Regular,46,Male,IT,25000,Married,Product_E,2,10,0.027,Credit Card,100,1795,0.48,6.7,Bronze,1.3,2,22,20-06-2024,13,Summer,52,4,Store,97.3,50,46-60,Low,6,2,2024
C06481,New,52,Male,Healthcare,34986,Married,Product_B,2,122.12,0.205,Bank Transfer,942,23713,0.543,34.8,Silver,1.9,9,0,30-11-2024,14,Summer,60,1,Online,748.89,471,46-60,High,11,4,2024
C06482,Regular,18,Male,Healthcare,84501,Married,Product_B,1,83.09,0.507,Credit Card,208,1693,0.096,3.1,Bronze,1,4,25,24-05-2024,17,Summer,15,2,Online,102.544,208,18-30,Low,5,2,2024
C06483,New,28,Male,Finance,25000,Single,Product_A,1,311.46,0.366,Credit Card,1250,7762,0.315,21.4,Bronze,1.4,1,79,18-07-2024,7,Fall,66,1,Online,792.5,1250,18-30,High,7,3,2024
C06484,Regular,37,Male,Retail,77815,Single,Product_C,2,86.19,0.244,Credit Card,958,16133,0.371,15.4,Bronze,1.4,4,1,07-06-2023,10,Winter,7,0,Online,724.248,479,31-45,High,6,2,2023
C06485,VIP,52,Female,Manufacturing,74107,Married,Product_C,3,28.17,0.427,PayPal,1847,34239,0.296,26.3,Silver,1.7,6,25,19-09-2024,16,Spring,28,0,Store,1058.331,615.67,46-60,High,9,3,2024
C06486,VIP,79,Male,IT,44623,Single,Product_E,1,59,0.232,Credit Card,5401,26318,0.347,33.1,Silver,4.3,3,0,17-10-2023,19,Fall,16,1,Online,4147.968,5401,60+,Premium,10,4,2023
C06487,Regular,38,Male,Manufacturing,45871,Single,Product_A,2,102.6,0.407,Bank Transfer,2393,24072,0.503,41.9,Silver,2.7,2,12,27-11-2023,12,Fall,23,14,Online,1419.049,1196.5,31-45,Premium,11,4,2023
C06488,New,20,Male,Manufacturing,78389,Married,Product_C,2,60.24,0.504,Bank Transfer,1068,7769,0.565,13.8,Bronze,1.2,1,0,24-02-2024,15,Fall,24,13,Store,529.728,534,18-30,High,2,1,2024
C06489,Regular,48,Male,Finance,74601,Widowed,Product_B,1,49.09,0.233,PayPal,1778,26627,0.353,19.4,Bronze,1.4,1,10,18-10-2024,11,Spring,15,4,Store,1363.726,1778,46-60,High,10,4,2024
C06490,Regular,61,Non-binary,Education,28521,Married,Product_B,2,13.82,0.277,PayPal,549,18991,0.462,54.2,Gold,3.4,1,54,26-11-2023,19,Summer,60,4,Phone,396.927,274.5,60+,Medium,11,4,2023
C06491,New,43,Non-binary,Other,46875,Single,Product_E,2,45.94,0.269,Digital Wallet,385,23019,0.605,38.2,Silver,2.4,1,12,24-04-2023,13,Summer,25,1,App,281.435,192.5,31-45,Low,4,2,2023
C06492,Regular,28,Female,Other,43152,Married,Product_D,1,77.94,0.176,Digital Wallet,100,5721,0.361,7,Bronze,1,2,20,09-04-2023,7,Spring,18,4,Online,82.4,100,18-30,Low,4,2,2023
C06493,Regular,56,Female,Manufacturing,55170,Single,Product_E,5,150.52,0.082,PayPal,4602,26785,0.232,33.9,Silver,3.4,7,6,19-06-2024,23,Winter,11,1,Online,4224.636,920.4,46-60,Premium,6,2,2024
C06494,Regular,51,Female,Education,25000,Married,Product_D,1,27.54,0.189,Digital Wallet,1677,26740,0.75,55.8,Gold,4.2,6,64,05-11-2024,16,Winter,59,4,Online,1360.047,1677,46-60,High,11,4,2024
